"lesson_id","lesson_title","disciplina"
"5BAtnmOmQLbziuAQJoHXXE","Fator de ampliação ou redução de uma figura","Matemática"
"1xNTjKYbjbAK3PqAFcf6Ar","O comércio de marfim","História"
"370TQDwG2FsKL4FrUHmAMt","Pronomes indefinidos","Português"
"5uO6TumRldadoXcWGyq5Oc","Aumento da temperatura da Terra","Geografia"
"6Zb9X9t2KyAfmLEDCyeK0G","Teatro lambe-lambe","Arte"
"51GiI6DMFAY8viyzfF33rD","Pronomes interrogativos","Português"
"4Iap5GRwiWjSWExctL9ZhI","Problemas envolvendo probabilidade","Matemática"
"3AnYWgB1Mka8m5PUmGP3dn","Verso, estrofe e rima","Português"
"64XHHzfa0OkNKqgUzEQEw4","Criando um poema sobre você mesmo","Inglês"
"4zkk217keCbwOI0Ts4TXBV","Arte urbana: cartaz lambe-lambe","Arte"
"4fLlfAKow4YDsiNxubrQhA","Blocos econômicos e as relações comerciais","Enem"
"2apN5TenXjxBYm6jDbWB28","Fatores climáticos","Geografia"
"28K96JPdbXNPLVoBRJOgDv","Lendo um poema","Inglês"
"33KH4tqqE1S4lklKbIMS4m","Escrevendo uma foto-legenda","Inglês"
"7DEcmll1oavpzBC4S7Ms0V","Dança moderna","Arte"
"4Ckl5aoMnrCu4Jl3stEix","Impactos do plástico nos ecossistemas aquáticos","Ciências"
"111uO6mEMyQfJFqPaVNHU1","Escrevendo uma legenda","Inglês"
"6xaakcKChKMMCWLD7WVmql","Problemas com soma de frações","Matemática"
"3wk2FTulQ5C8ofr9nmBnDD","As mulheres no Egito e na Mesopotâmia","História"
"5AjrizxmBw2eKdWKDY2ycf","Dramaturgia teatral","Arte"
"6bFcOrYXk9yaPNmHmCDDI","Área de triângulos","Matemática"
"daqgTNYxGRLbantEeaGHm","Formato da Terra","Ciências"
"43jKhiXNtHVgCwYa0Novqi","Fator do Movimento na Dança: Fluência","Arte"
"6UPwjHQ1pvt1mmFQIlNb0U","Efeito da rotação da Terra","Ciências"
"24LPGZb9YZrzgTbV2cqJaL","Fases do capitalismo: capitalismo industrial","Geografia"
"37y3GKAN39DOjQ3rBKHIJv","Pronomes adjetivos","Português"
"2dbxzYHndF5GQbopdABIG7","Ilha de calor","Geografia"
"3oyHIglHsvnE9WEJf9sZDr","Problemas de igualdade de equações","Matemática"
"3I3C1duzGSlPnGwdNejlNw","Poema visual","Português"
"4WP0v3zq4AdeG9iP5e0PEw","Um histórico da intolerância religiosa","História"
"2BJxUqWn8d6FXITWHonAf2","Vacinas que marcaram a história","Ciências"
"pigrgyyOssn6adzjU1jNa","O que é probabilidade?","Matemática"
"62BXYx3G8wkRsKV8EJiq0h","El Niño e La Niña","Geografia"
"4EKRTCSUU3ZDSG2VmSpgjO","Introdução de porcentagens","Matemática"
"4k8ZOMVdYlXu4IPxCA65sV","Commedia Dell'Arte","Arte"
"72x6AE7XAwdoeqhDRcraEj","Identificação dos componentes do gráfico","Matemática"
"McbXV4GxWyXvgMTuq6iw5","As universidades medievais","História"
"6neUEKgdUuBHUsZ9QUJVQY","Trilha Sonora","Arte"
"axkxTd332bZMrnqj0koNo","Cálculo de porcentagens associados a resolução de problemas","Matemática"
"6KkV6RI43Yry4iRQLFE1uT","Do mercantilismo a atual fase do capitalismo","Geografia"
"5vDU7ftf2cm10dVXQ3SwMO","As mulheres e o poder na Antiguidade e na Idade Média","História"
"6QlPpPv7bp54haifvJUozJ","Sombras e a vara de gnômon","Ciências"
"4zol7gEYqTgHgOtuVFREjr","Centralização política moderna e o colonialismo","História"
"7t1w6Lw9mgp10EV4yFr5i4","Sujeito e predicado","Português"
"3iLuvAo5MaggTcDV0SopF9","Casos específicos de concordância verbal","Português"
"1oiH0vPqTAEbBzbnCPmZIE","Vacinas para crianças até 12 meses","Ciências"
"45G7Le0DPbTqRsaYD570jW","Uses of simple past (Usos do passado simples)","Inglês"
"1PDiGCq9wDXGrOUCi539TY","O modo de se fazer guerra asteca","História"
"4jHhqxnrZiATcoLwuXWoW4","Petróleo","Ciências"
"olnseJxBA0WrmilrvJJlf","Cognates (Cognatos)","Inglês"
"5vKPoMGyEQNwbY1XJ3ej2X","A burguesia e o Estado moderno","História"
"7MMk7fTxX8us9pF87XyaKO","Porcentagem: acréscimos e decréscimos simples","Matemática"
"7oaWNhZD4oz39sMdjzNku9","Cardinal Numbers (Números cardinais)","Inglês"
"5sQl8B0XCYGeG208UP99CG","Máquinas térmicas","Ciências"
"72seqPjuLEFEjjNbqIYEyw","A servidão medieval e a escravidão moderna","História"
"2hEOKCngjk9BJraIyPk6a3","Diferentes formas de escravidão","História"
"4ogRN5vcGDzCYZQjVU4o5R","Uso dos porquês","Português"
"7DMn6IHvvAhf9XXere6IUC","História da fotografia","Arte"
"43c1eaYs3mQrJ7ZIe5Akf6","A gestualidade no jogo da capoeira","Arte"
"5Jo6oNSavq9zctusNSZUMX","Fotorreportagem","Português"
"4GXs8EL2qzbhKZX1BefciV","Temperatura e calor","Ciências"
"1SYVSgneIVB4dPG9oFHkHJ","Desigualdades brasileiras","Geografia"
"15jWTPGqzS0jE9iNpSJR4c","Redes sociais e saúde mental","Ciências"
"1rPOH3oGU8BOokyDbbXsEr","Ordinal Numbers (Números ordinais)","Inglês"
"1LueYlhV8Hx9PYsbUkI68p","Formas nominais do verbo","Português"
"2bcXXqVOF2Hi4asri2hanC","Cláudia Andujar","Arte"
"51a5Um0HB0hIDvD13LBrUp","Multiplicação de números racionais","Matemática"
"7ekSvZZOFvXqNde8cIMfCV","Escravo ou escravizado?","História"
"6APNgutPAlcyO1RosbTueR","Mercantilismo","História"
"6dOXnbqllFBuv0XO4QKAL3","Inclusive education (Educação inclusiva)","Inglês"
"7Ao1JJxx8QNoYbDMWk57iK","Problemas envolvendo frações","Matemática"
"59qqLD4DQtNNaCGPYdmlyp","Biografia","Português"
"xYk97ZOgc0U6vUOdGB6Cu","Grafismo e estampa africana","Arte"
"7FY8VnR6VWz9I6gZriRTsw","Os rostos alongados de Modigliani","Arte"
"6q9aYLlfGGzk6zcszuCe9q","Pra que servem os mapas?","Geografia"
"89gAwRzoBhJ2uhH8jr82K","Fração de um inteiro","Matemática"
"4Un7JHK2qPIC69AtmcKR1r","Indígenas antes dos colonizadores","Geografia"
"xSfHeQTEogGvbl6TDlFCn","O uso de internet no Brasil","Geografia"
"38lawN4eJfDd0PKNOQsyDf","Lendo um título","Inglês"
"4XFwQP92q8qyaZTZ9qMvhg","Comparação e ordenação de frações","Matemática"
"49nJd1dyKIoiWUinU8v6sD","Geometry and math expressions (geometria e expressões matemáticas)","Inglês"
"1InnhPaL6kmRa1yz5mQGfS","Figuras de pensamento: hipérbole e antítese","Português"
"1eB1xk0APHE9ZuAoibhu6O","Partitura não convencional e o registro sonoro","Arte"
"7EoKS5fJjLurd1j6UtXqiT","Aplicações da condução térmica","Ciências"
"7FUZtPNhNT476EfyRaAXWk","Os indígenas brasileiros","História"
"RXJss249wJ6rJFjLPxkDr","Tipos de predicado","Português"
"4doKvCLGfJPpvu6DsCubq2","Meios de transporte","Geografia"
"6YFJMmMyE6sHEZybFHM2hB","O uso da vírgula","Português"
"3yITQTgwi4JlMoiaZJ6eKX","Salvador Dali e o filme ""Destino""","Arte"
"t2mJMLtTDk3SRrcpwJO8e","Ecossistemas brasileiros","Ciências"
"5PCzT62p8kPiESRycRAc84","Mudanças do terrítório brasileiro","Geografia"
"31fzZz6ef6Q9n0v9adGdtA","Redes de transporte do Brasil","Geografia"
"7wVY1hzM0xZ9TCWYUyYCpU","Poesia","Português"
"581jEDtJt62SRSsgbNHhbJ","Where are you from? (De onde você é?)","Inglês"
"6QvUllERaD2mi5UjIVpUo6","Indicadores de saúde pública","Ciências"
"5yR64F75S67odLllQC1sD5","Metomínia","Português"
"41cBg7z7FeokwGjVYmoNzm","Monarquias absolutistas","História"
"1TsWUogorHC7YR6HH6KZe1","Diferentes tipos de preposições","Português"
"1jBDBoUUckD4Y9nf6ulBOO","Encontro entre indígenas e portugueses","Geografia"
"6h5GwmS2ubfvoLaHwsTG9t","Diversidade da população brasileira","Geografia"
"21WYkY2fhEpSkmvRC3RP13","Equações polinomiais do 1º grau","Matemática"
"40hFthejXtAOn5GoYqcnjI","Equipamentos, meios culturais e espaços de circulação musical","Arte"
"LJ7y72DIRlzLlrymiwl54","Scanning","Inglês"
"C6dHwu6SzQxaKILfbYzjh","Divisão de números racionais","Matemática"
"2hM3oihYXHF4ILOcPY1yJO","Future with will: hopes and dreams (Futuro com will)","Inglês"
"7C3BiyPjmWjjUXirA8TTP6","Verbos","Português"
"hfnWoKCkgV8aeSpbnYkqv","Encurtamento das distâncias","Geografia"
"2Bjar5qLzsWM8NsT6obtam","Buraco negro","Ciências"
"4mwE2oo5zZFFzbyP6agpqy","Adjectives (Adjetivos)","Inglês"
"3GvttZmSgI5BY236mpiSrM","Os engenhos de açúcar na formação do território da América portuguesa","História"
"5PPtNCvw1rwwqHodQTK1zT","Semana de 1922 - fatos e curiosidades","Arte"
"4nfdk29B1USENy6uVEInII","Principais companhias de teatro do Brasil","Arte"
"lnpqSGINKD42loPBsv2Hp","Interpretação de texto envolvendo porcentagens","Matemática"
"33c7kZnvlV6DAH55vJCeQB","Filmes","Português"
"7Ko4WmcM5JQD0yOg4Fp4ry","Condições de vida dos ribeirinhos","Geografia"
"4pU39jfWGRTJW8dFPfdbu0","Vulcanismo no Brasil","Ciências"
"5cqp1gDBVdzWX6DfzVLOHG","Museus","Arte"
"5Wlz4WslXvfR03w2kWKhAv","Jogo da Onça","História"
"7IyM1ANKGeOakRc7hP9RhE","Problemas envolvendo multiplicação e divisão de números racionais","Matemática"
"1EQsAhNDSMupJ21znzvpqZ","Future with be going to - plans (Futuro com be going to - planos)","Inglês"
"4gHcRaHT2VUimsLAuGfy6F","Fact or fake? (Fato ou falso?)","Inglês"
"17WseuF56C84J2AU20EJxx","Formação de palavras: hífen","Português"
"7fEWaOMaae2AoGr2yTzuUJ","Grandezas inversamente proporcionais","Matemática"
"7AKpra2Vk12y8jxbyEWEyA","População brasileira: distribuição demográfica","Geografia"
"1WtZupMGJZCu9ChgICceGF","Cultura","Arte"
"2YRSKqOTGj6aSb2Pq0ssdw","Problemas envolvendo números racionais","Matemática"
"4gQe2rn7aIS68slcZJDGVY","Os africanos no Brasil","História"
"kprg6Ke1B4JPMGlWzOtOn","Simetria de figuras","Matemática"
"cJoiLCOPYIXgNYG8gDeWW","Pontuação - parte 2","Português"
"6xfcjYzM48MTzYQlemKhsB","Bolivarianismo","História"
"682SbJcbNgvwHhwV1qHcaf","Importância da vacinação na saúde pública","Ciências"
"4xBngyS8uacOO8T9NkN4dx","Grupo Santa Helena","Arte"
"76UR7qpRixYUrb7nztng0G","Problemas envolvendo equação do primeiro grau","Matemática"
"1SmoE25fcuiRl1CrPOBzqi","Retas paralelas e transversais","Matemática"
"5jYySzNjoW5Cp65KZJyHvH","Sujeito, verbo e objeto","Inglês"
"5IWjXA47ZDUyL9HxhulZjT","Recursos hídricos: os aquíferos","Geografia"
"1vKcYO3c4TD2Eb3yizj0Y9","Composição do ar atmosférico","Ciências"
"6CKQDrOC4paO0uFBFXZvLw","A diminuição da população indígena na América portuguesa","História"
"3KqoxtCSczS674pC6NyUNp","O tráfico negreiro","História"
"4dH2uagWw1OHkcDJH4LZzH","Giving an opinion","Inglês"
"5eAtawf1LFX3rkiPG878CN","Conjunções","Português"
"2ANkoO31sSmIa7YC1NWQ9X","Modernismo","Arte"
"2IIASqOMKvukfCYM3PDvzy","Os quilombos","Geografia"
"6HSPMr9W6GkQQ51SYGSTVb","Preposições de tempo: in/on/at","Inglês"
"51ppjXI2ekEhVIMdxd1VAv","Exposição - Papéis estrangeiros e sobre gravuras","Arte"
"2a1OB5RNkxGBKQbvKinaIL","Princípio fundamental da contagem","Matemática"
"6cNLyzpunMBGie0DFLDDf6","Camadas da atmosfera","Ciências"
"1qXLmCvWPMq93WkpZnb5U1","Ortografia - agente e a gente","Português"
"4w8docMnWBUdrg7h0bQD9","How to read the years in English? (Como ler os anos em inglês?)","Inglês"
"MTxf6m6VuCo3c1kNrxida","Paródia","Português"
"3lGIEGvHpqGbaKuxjyX89K","Fórmula de Bháskara","Matemática"
"2csDxQXjM10sRzzTVPSRcA","O eurocentrismo e os mapas","Geografia"
"1mOxFHGUTV4Uwimb26e9C9","Tarsila do Amaral","Arte"
"M0DlHake38985gySzXluY","Como ajudar o meio ambiente?","Geografia"
"2KZjA1sMimn9awbN8XtKMZ","Aquíferos e a Agência Nacional de Águas - ANA","Geografia"
"1dNCkczCLQskZ2iMQwD7hw","Racismo no Brasil","História"
"1fqRWCJCHowVSLQSBodiMd","Transformações em figuras: translação, rotação e reflexão","Matemática"
"775TMhCZFDdImu8j7ud9JJ","Simple past (Passado simples)","Inglês"
"4FEnVBmMeRpRQin219mFwb","Teoria da deriva continental","Ciências"
"2BwV64qac9D1PbWZ4xYjGt","Geração de energia e impactos socioambientais","Ciências"
"4POOhHo0BD3LmzZL38H6Ep","Usinas elétricas","Ciências"
"gFDe6nSZoigkZc7AWQ4Ur","Crônica","Português"
"4gSkAk1zjNqhyVb8yJ7qe8","Construindo triângulos","Matemática"
"7BiwoKbI2OSbt9bLL0Xj21","O Pan-americanismo hoje: o caso do Mercosul e da Alca","História"
"6NlZXlYnlzBdYt8YqfYZey","Efeito estufa","Ciências"
"6G62T9Hyib9z9tNo9bIlKQ","Camada de ozônio","Ciências"
"6R99y1jC5FS0tf9TvC4yFI","Discutindo as modernidades: Idade Média x Moderna","História"
"WfFZDMaxIHIr5ZuRDGfNT","Reprodução assexuada","Ciências"
"7vDm3Sq8rMhE0quZRUt9J3","Função do primeiro grau (função afim)","Matemática"
"6zNEQ5YWh5uF3LXddbSfUA","Impactos ambientais","Enem"
"3ShXpRiLXo21H1AR5rsY0b","Desigualdade social","Enem"
"5Yf0rEgqzB0h4L5YdqrcXW","Crase","Português"
"3viXtDWiKzxbO363hD4RS2","Amilcar de Castro","Arte"
"1ZcLgsgmTFf9VkT9SkSe6T","Formas Tridimensionais","Arte"
"67P2jaPeveEPaf5HLbKYUY","O negro no Brasil","História"
"7fqozLBTkTDCdPN4A4JWLz","Verb to be: Simple Present - He/She/It (Presente Simples)","Inglês"
"2GBa29UHaGDcRGSZUSc9EY","How to create Mind Maps
(Como criar Mapas Mentais)","Inglês"
"7l6ZNYjASjydi8Sd38kTSX","Frevo","Arte"
"9jWDFoc9IwTWiGxVG0u7V","Escrita Pictográfica","História"
"3oLNXTuOBCU8iyo11xB5R7","Diferentes formas de escrita","História"
"6bi1N6nW25yV3D5egFekED","Qual é nossa relação com o meio ambiente?","Geografia"
"6ZIyrA7hrBUBqW2wFDq7Rm","Camadas da Terra","Ciências"
"63vutc4nYI8f1l0qPNJJCF","Chorinho","Arte"
"1chHeLglbxbVzMVefKwMnM","Tips to read stories
(Dicas para ler histórias)","Inglês"
"6ujHYx2VC3BkyDnIkd1mzC","História da música sertaneja","Arte"
"25Dpv3UE1cPRJaRAdoPq18","Origem do teatro","Arte"
"6uOvCWbtVc4JAkhROViDyD","Eclipses solar e lunar","Geografia"
"60mOTSTffl8GfMh5ks1Gfh","Movimentos da Terra: rotação e translação","Geografia"
"5VvKhBscbZuPuMrAuW5L8y","Forma imperativa","Português"
"7jWZ6jXSxed7nZ2jh31ERZ","A Comédia no Teatro Grego","Arte"
"2iylHjotrkPb78a1c7YRW4","Prefixos e sufixos","Português"
"5Fv9qjZekikZflrm4x0zzA","Como usar um dicionário bilíngue?","Inglês"
"1QJFy3gwSYlqSiTGRvWiMr","Leitura","Português"
"3ScIXRJ6OckPCjfwsngcrz","Relógio de sol","Ciências"
"3zrabPnVX8sun8P1iAtx5H","Desenho de imaginação","Arte"
"2rw5EWsyKc5lBHjlrCiZVT","Coletando informações: Elementos da paisagem","Inglês"
"6etuupJVyOTjhLelsguTLV","Observando: substância ou mistura?","Ciências"
"6sMU4RZDe4nJeXI5vE2YOf","A democracia em Atenas","História"
"HCd62bopJfAmFoIjjk1q3","Colagem Cubista","Arte"
"4Tn0OiQAkJEeVR85UnmhQ9","Crônica narrativa","Português"
"1AiRWArDlN1TiBu8gqjA0T","Brincadeiras Dançantes","Arte"
"6XzjEg3Zm4ho2pL9Lc4Jk4","Narrativas míticas x Dados arqueológicos","História"
"3iRxdmMhqrRl9S93zQuRRL","Conto","Português"
"1GNRohegQippKtzcDsPZlv","Teatro de Sombras","Arte"
"3kVfT1J14KHAnKGTMVT43V","Transformações químicas no cotidiano","Ciências"
"zXxiQURhHXUZCDyi2x1CX","Como falar os sons em inglês?","Inglês"
"75cnaYHzdojhq6qFzkM52x","Os principais elementos de um mapa","Geografia"
"RrhgpIqDPRuEmophuRs31","Materiais naturais e sintéticos","Ciências"
"5UVv9EiV03HauLdHq3Ibmz","Tipos de escalas cartográficas","Geografia"
"21eCgHHFyPsrZiqs72KUHT","Sistema muscular","Ciências"
"2OgUdrPb77hSTQRAGiStgw","Plástico","Ciências"
"1cSysOViHrNKPd7YUwru4M","Adjetivos possessivos: meu, seu, nosso","Inglês"
"76MbFMU22zZ6STMeVXIPQI","Outras formas de participação política na Grécia Antiga","História"
"1gGgwMncPiy4J4I40TuS87","Impactos do plástico","Ciências"
"7fYNYRjswdz2DSlVv4DsyS","Ponto – Seurat e Signac","Arte"
"13wzTQ8k00rFRZrKRxtt8x","Produção cultural","Arte"
"66zVQmNPiBsiSkGajq5N1V","Complemento nominal","Português"
"19fBggPi3gVGsDznSZpM6X","Reciclagem do plástico","Ciências"
"xqvhmYAFYN8omgXdM2z4W","O conceito de Império na Roma Antiga e na atualidade","História"
"ORQaupwM0azCxTLF3WIW6","Distribuição da água no mundo","Geografia"
"1RDyrLIKMV8sIJpEB8d4AG","Império Inca e suas conquistas","História"
"43hHJV0D1ij6bQ2TxAShFp","Fluxos migratórios no Império Romano","História"
"76zzGPR3MmWhfmU4l5GbfW","Os povos germânicos","História"
"4kuIWWI4YyCtEgIdvyTEID","Teatro de Animação","Arte"
"j8FXQLfpE80cfyNX2OJeF","Presente contínuo - parte 2","Inglês"
"3FtrTJS5rpQ3NQoeq7b8Si","Circulação de mercadorias no Mediterrâneo antigo","História"
"6A6f0XUI34rSFOp9FuiwXD","Arte urbana: Stickers","Arte"
"2MpQsmHGCOhBJ2UfYSJw6Z","Lenda","Português"
"5wdlTc1CO12z82nzuDDXEq","Infográfico","Português"
"4cFTbQ6NLzJD6FdAfh1qL3","Artistas expressionistas: Van Gogh e Edvard Munch","Arte"
"73BIOthSKe99UKNkz9RJyu","Past Participle (Particípio)","Inglês"
"8RFsVpSei6mtxBBFdQnyc","Guerra da Cisplatina e a formação do território brasileiro","História"
"oowO5r32aWn8edBXWL0mE","Cubismo","Arte"
"4BPuqg72gnoryqiktHa0SO","Quadriláteros e suas propriedades","Matemática"
"7K1fHpwjc82MRifpEkRcm8","A visão dos indígenas no Brasil","História"
"7dhppsi7mJ6ehrNMh8tjW0","Figuras de sintaxe e som","Português"
"2q27qmE68VGPAhbnzx5VIN","Tratado Antártico e Protocolo de Madri","Geografia"
"3zEfSbIF77J07GXvTREBJ7","Grupo Galpão","Arte"
"7uTQPUJevMpQuZWcQUySd4","Arranjo Musical e Jingle","Arte"
"3mQ5oUuJjzutQ2l2fsXlKw","Alterações climáticas x equilíbrio ambiental","Ciências"
"01BVGnB5VnzCBTrmbh3rFr","Convention of Rights of People with Disabilities (Direitos das Pessoas com Deficiência)","Inglês"
"1eFa0N1L6e0VvlwOtEYwTm","Constituição dos átomos","Ciências"
"7dE7peZm8wdL41d0vx8X1B","Religiões de matriz africana","História"
"45fHhuBkP8eYYKBzbtSGGW","Volume de cilindros","Matemática"
"1XInYHRtu07Y9XPGB0AfqA","Linguagem cinematográfica","Arte"
"1V7R0KsVuJmaINb8wzwymA","Predicativo do sujeito / Predicativo do objeto","Português"
"47FfGKjdn98U0e7T4xKTOP","O que são substâncias","Ciências"
"2jYAr5EQUXS1By6KKjy39E","Arquitetura Barroca","Arte"
"1GtU8qR2lWrh4oeeSSvXie","Europa: características gerais","Geografia"
"AtOTRBVDNco4OAxnXHb8W","Jingle","Português"
"5a3Mi9lFA5gmOCHaZfWHX6","Produzindo memes","Inglês"
"5rJyMLtTgfesvHcATbOTDN","Fator do Movimento na Dança: Espaço","Arte"
"1OiMR5wLg2eNQf9EIVzwuJ","Profissões do Teatro: Funções Administrativas","Arte"
"3mnRuVgTqvLeK2wS9GYRdT","As Tecnologias Digitais da Informação e Comunicação (TDIC)","Linguagens e suas Tecnologias"
"7jGe74vdj7UFZ33TaN6Ept","Diferentes falas de uma mesma língua","Linguagens e suas Tecnologias"
"zcQQaxdrwGu71Ouhi6IQG","A Global Language","Linguagens e suas Tecnologias"
"3LO5S9d6ic0PpyFMcoLWHF","O gênero propaganda política","Linguagens e suas Tecnologias"
"4u8RM0A1g3ekf6HrOWLS18","Preconceitos estruturais, estereótipos e autocuidado","Linguagens e suas Tecnologias"
"3Z1F1Pmt4Ov1fyCItZ0SQN","As diferentes linguagens, mídias e ferramentas digitais","Linguagens e suas Tecnologias"
"6NBkqi73ah2IirLnbhboW","Reinforced prejudices","Linguagens e suas Tecnologias"
"1aztPECUpjl1ZQPiNGu4eh","The Phenomena of Languages","Linguagens e suas Tecnologias"
"4CsstpHOE3vedgBXqs7WiF","O debate regrado","Linguagens e suas Tecnologias"
"25Jsa5V5oBxaxkw84cSQPM","Gramática e variação linguística","Linguagens e suas Tecnologias"
"5biCCQqDejsVxMjWiM1gZT","Atualizando páginas wiki","Linguagens e suas Tecnologias"
"1bPR4guVyztouDEz6ARai1","Injustiças sociais","Linguagens e suas Tecnologias"
"1Ue3ZlnRZJhwZu7MTHesGi","Analisando roteiros para produção de vídeos","Linguagens e suas Tecnologias"
"1ZidUQEfaXsgnqjI6Kws0K","What would you do?","Linguagens e suas Tecnologias"
"53ofJNyu3sUzbPlbr2jnB5","This is Equity!","Linguagens e suas Tecnologias"
"3uXloktdGUNg7nEJ9Dj8zb","Think first!","Linguagens e suas Tecnologias"
"4xBqrHqTcSGOVWsaF6GXgr","Intervenção urbana-performance: participação social","Linguagens e suas Tecnologias"
"2pb7aowsoEex20BiGjR3Ji","Luz, Câmera, Ação!","Linguagens e suas Tecnologias"
"7qm7xF6xWa3O1e2ItGQWZN","Efeitos de sentidos das conjunções","Linguagens e suas Tecnologias"
"5WdC0BNFDIZ1cXIk7PmWoZ","Curadoria: confiabilidade na era da informação","Linguagens e suas Tecnologias"
"381nnAQrOVrrj4GFbLFhfQ","As relações de causa e efeito nos textos","Linguagens e suas Tecnologias"
"4ymx0thO2zSexQubQI0QG2","Comunicação e preconceito linguístico","Linguagens e suas Tecnologias"
"28PpUwrqFt1dj7uiZZEQIP","O gênero entrevista oral","Linguagens e suas Tecnologias"
"NY7uzUQgcS9RTxXZML7r8","Gramática, o certo e o errado","Linguagens e suas Tecnologias"
"7gadYpJwYBsV5yLjrjb8Yp","Seeking equity!","Linguagens e suas Tecnologias"
"1RZfwkpzTyT4c8WWtQM2RF","Globalization","Linguagens e suas Tecnologias"
"3ftG2CDpd3kyPBMAKDRtge","Vídeo Currículo","Linguagens e suas Tecnologias"
"50X8unRHDNmPYsxE1pM9CI","O meme veio pronto","Linguagens e suas Tecnologias"
"5VNdI8d9KB5WOQSc6qmWy5","Lipídios","Enem"
"5FGLHxyinacc4oVf9qO9qj","Gêneros textuais","Português"
"6bOWiqeeU6FIjt2k1wpXJF","Modal verbs: can","Inglês"
"5PYwcRmMDJu3tBWZI6uO53","Grupos sociais e étnicos nas independências latino-americanas","História"
"Wm9B1hTi0MA9lWpoI7hIn","Ação social - Weber","Enem"
"4RryzWyGS4VdMtOJUm1Fs4","Número de oxidação - Nox","Enem"
"1m9jowb9yVsjt6AjS4gMf4","A chegada da Europa em outras partes do mundo","História"
"4Q1enQ22KS69BjNcpgiDgD","Expansão marítima e o imaginário europeu","História"
"6UlT2YZCjV2SBO3EXcm0uB","Estequiometria","Enem"
"6LDvkdrtvGUqTNm2ne3ylt","Reprodução sexuada","Ciências"
"1SB3zNZf7cbuiQYO2W97H6","Proteínas","Enem"
"3AVZ42AsUs4WpETat4xRt","Especiação","Enem"
"5Rs4N04zznMh9DbZuBJaY3","O Cerrado","Geografia"
"21d4oTg55WWDaQUcx1p6Xp","O desmatamento e o aquecimento global","Geografia"
"PFBMgomxu4WIWemmbJkIX","Forças da dinâmica","Enem"
"2cJ14WwI4OkuVGIVh9dWa7","Corrente elétrica","Enem"
"49qGCVmVCVV4fHMBiFFihb","Noções de enquadramento","Arte"
"zvKyFrEHWPR7AUNeF7LoJ","Sais minerais","Enem"
"2CrB1ZjZNsUVgyjiksVXGx","O que são as placas tectônicas","Ciências"
"6EWDBAES4shTH9iFqsCTNB","Citoplasma e organelas","Enem"
"2c66LqyQOsYIbFsfyWH5pH","Substâncias inorgânicas","Enem"
"42MRvdSRxwdz5lZTfR1uMA","Segunda lei da termodinâmica","Enem"
"6UmJcSN9wJG8ugi76m6q8h","Hidrostática: conceito de pressão","Enem"
"2ySJa75iqIQrE2ydkoFcAt","Proporcionalidade","Enem"
"6nHt5CUseD1IC1w4khL9vz","Distribuição dos ângulos no ciclo trigonométrico","Enem"
"6lIhxpsXnubRmNkdrZlJnv","Bacias hidrográficas: características","Geografia"
"1y5d7FWV9kYNRKWUsPEGya","A importância dos organismos de proteção ambiental","Ciências Humanas e Sociais Aplicadas"
"40Z7enqIxRd02EO3N2yB1w","Água","Enem"
"5U5OGc3Dbq3LED2pgFtnWm","Sucessão ecológica","Enem"
"4wG0xUrKX56QyKZxsauZSv","Movimento retilíneo uniforme","Enem"
"60bIUBx5K8c18zGakuaYXE","Calorimetria","Enem"
"1SAo95AkM2D4npJf31JkQ8","Introdução a gases","Enem"
"2DPERbxGkYG7cwDJGxN0SA","Funções polinomiais de 1° grau","Enem"
"3A71fB4LxGNFfgiUVsPO2t","Elementos da circunferência","Enem"
"21dNRXY04C4sFgP4X11LUW","Participação das mulheres nas independências da América Latina","História"
"37ysqSlk8IHGpasGX0zPGr","Manifeste, proteste!","Linguagens e suas Tecnologias"
"5VkdTF54HKRGSrgdmM0yWJ","Conceitos básicos em evolução","Enem"
"2wvgWgWeLZNGylHX9KmxVw","Velocidade média","Enem"
"3YoprVgjHPwMCwbfMHMUSK","Força de atrito","Enem"
"6hgVKQkP4GBrF089U0k6y1","Regra de três simples inversa","Enem"
"4aG6V1a4tW6frsRCofKDym","Logaritmos","Enem"
"7yzXiPAgctp3K9GWlpxCLo","Trigonometria no triângulo retângulo","Enem"
"5m9Au9jUe8FDkpBTDSlv81","Seno, cosseno e tangente","Enem"
"2mbkoPK7WEc25Wg2QwtzPl","A vinda da corte de D. João VI ao Brasil","História"
"7b5DfVVfasVui7MtPEFovn","O impacto das tecnologias em nossas vidas: redes sociais","Ciências Humanas e Sociais Aplicadas"
"6uJZbD8Wx2zOYlmvT8qHH9","Fato social - Durkheim","Enem"
"6jsrn8r66hEMygh5WKyvzB","Relações numéricas","Enem"
"2305BYbo3iRSdcz6GEzeTT","Ligações iônicas","Enem"
"5vvJwqzSoSQZIGlMFZ2aAo","Trocas de calor","Enem"
"2YYthgTxV7IORZtePv6vZl","Fenômenos da ondulatória","Enem"
"2UFsXXWcW6MbPgp3NMMGMP","Progressão aritmética: termo geral e médio","Enem"
"7IajCY6eNkCLPgIDszJBYC","Linhas proporcionais: Teorema de Tales","Enem"
"RysBF7kGZIr7KW8DFUWtp","Bacias hidrográficas: rio da Prata e Orinoco","Geografia"
"3cwUqytnLfeWnf6726gLZl","Problemas associados à medidas de grandezas","Matemática"
"6TPRym1x8gsSAzxY5sll7X","Tsunamis","Ciências"
